nct_id,brief_title,phase,conditions,overall_status,enrollment_count,num_locations,num_countries,countries,start_date,primary_completion_date
NCT06461793,Safety of Dose Escalation in Definitive Hypofractionated Radiation Therapy and Hormone Therapy With SpaceOAR TM for Patients With High - Risk Localized Prostate Cancer (DESAR-H),PHASE2,High Risk Prostate Carcinoma,RECRUITING,33.0,1,1,South Korea,2023-09-12,2033-12-31
NCT00592293,Proton Radiation for the Treatment of Pediatric Bone and Non-Rhabdomyosarcoma Soft Tissue Sarcomas,NA,"Non-rhabdomyosarcoma Soft Tissue Sarcoma, Bone Sarcoma",COMPLETED,70.0,2,1,United States,2006-10-24,2016-10
NCT06318793,Preoperative Inflammatory Markers Predict Postoperative Complications After Cytoreductive Surgery and Hyperthermic Intraperitoneal Chemotherapy for Peritoneal Colorectal Carcinomatosis,,Peritoneal Carcinomatosis,COMPLETED,166.0,1,1,France,2012-09,2023-07
NCT03592121,Study to Investigate the Effect of AB-101 in Breast Cancer Survivors,EARLY_PHASE1,"Sexual Dysfunction, Sexual Arousal Disorder, Sexual Dysfunction, Physiological, Breast Cancer, Nipple Disorder, Neuropathy, Cancer of Breast",COMPLETED,3.0,1,1,United States,2018-07-09,2019-10-12
NCT03420521,Nivolumab With Ipilimumab in Subjects With Neuroendocrine Tumors,PHASE2,"Neuroendocrine Tumors, Carcinoid Tumor",TERMINATED,9.0,1,1,United States,2018-03-09,2021-11-24
NCT03543514,PREHABILITATION RECTAL CANCER DURING ADJUVANCY VS BEFORE SURGERY,,Colo-rectal Cancer,UNKNOWN,70.0,2,1,Spain,2022-02-02,2024-08-30
NCT02240316,An Observational Study of Patients With Malignant Lymphomas Treated With MabThera® SC in Everyday Clinical Practice,,"Lymphoma, B-Cell, Lymphoma, Follicular",COMPLETED,688.0,1,1,Germany,2014-07-08,2019-07-22
NCT03619616,"Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Single Ascending Dose of ZSP1603 in Healthy Adults",PHASE1,"Idiopathic Pulmonary Fibrosis(IPF), Solid Tumor",COMPLETED,40.0,1,1,China,2018-07-16,2019-06-28
NCT03557216,Acute Diverticulitis and Advanced Colonic Neoplasia. When to Perform Colonoscopy (ADACOLON Study),NA,"Diverticulitis, Colonic, Colonic Neoplasms",COMPLETED,313.0,1,1,Spain,2018-06-15,2022-06-30
NCT02725606,"Study to Assess the Safety, Tolerability, and Pharmacokinetics/Pharmacodynamics of GW003 in Patients With Breast Cancer",PHASE1,Chemotherapy-induced Neutropenia,UNKNOWN,30.0,1,1,China,2016-03,2017-09
NCT02849106,Predictive Response to Chemotherapy (FOLFOX or FOLFIRI) by ex Vivo Culture 3D Technique in Metastatic Colorectal Cancer,NA,Colorectal Cancer,COMPLETED,22.0,2,1,France,2011-05,2015-01
NCT01733706,Early Smoking Reduction or Cessation by Means of no Nicotine Electronic Cigarette Added to Standard Counselling.,NA,"Cancer, Myocardial Infarction",COMPLETED,75.0,2,1,Italy,2011-06,2015-12
NCT00001806,Methods in Education for Breast Cancer Genetics,PHASE3,"Breast Cancer, Ovarian Cancer",COMPLETED,170.0,1,1,United States,1999-04-06,2017-12-06
NCT02730884,Single-Arm Study of the Efficacy and Safety of Oral Rigosertib in Patients With Myelofibrosis (MF) and Anemia,PHASE2,"Leukemia, Myelofibrosis, Anemia, Splenomegaly",TERMINATED,3.0,1,1,United States,2017-08-16,2019-08-22
NCT06060184,Initiative for Clinical Long-read Sequencing,NA,Genetic Predisposition,NOT_YET_RECRUITING,500.0,1,1,Germany,2023-12-01,2025-12-01
NCT05878184,Study Evaluating SC291 in Subjects With r/r B-cell Malignancies (ARDENT),PHASE1,"Non Hodgkin Lymphoma, Chronic Lymphocytic Leukemia",ACTIVE_NOT_RECRUITING,16.0,10,2,"Australia, United States",2023-05-02,2025-11-04
NCT03069833,Computer Aided Diagnosis of Colorectal Neoplasms During Colonoscopic Examination,NA,Colon Polyp,UNKNOWN,300.0,1,1,Taiwan,2017-03-01,2017-12
NCT04315701,"A PD-1 Checkpoint Inhibitor (Cemiplimab) for High-Risk Localized, Locally Recurrent, or Regionally Advanced Skin Cancer",PHASE2,"Recurrent Skin Squamous Cell Carcinoma, Resectable Skin Squamous Cell Carcinoma, Stage I Skin Cancer, Stage II Skin Cancer, Stage III Skin Cancer",ACTIVE_NOT_RECRUITING,35.0,5,1,United States,2020-06-17,2025-11-12
NCT00830401,The Impact of Treating Minor Uterine Cavity Abnormalities Diagnosed by Office Hysteroscopy in Unselected In Vitro Fertilization (IVF) Cases,PHASE2,Minor Intra-uterine Abnormalities,TERMINATED,700.0,1,1,Netherlands,2007-06,2008-11
NCT06454201,Robotic Natural Orifice Specimen Extraction Surgery Compared to Robotic Assisted Surgery for Median Rectal Cancer,NA,"Natural Orifice Specimen Extraction Surgery, Middle Rectal Cancer, Robotic, Short-term Outcomes",ENROLLING_BY_INVITATION,100.0,1,1,China,2023-01-01,2024-12-31
NCT00301301,"A Retrospective Review of Gemcitabine, Methylprednisolone Cisplatin (GEM-P) With or Without Rituximab in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma (DLBCL)",,Non-Hodgkins Lymphoma,COMPLETED,39.0,1,1,United Kingdom,,
NCT00066781,Gemcitabine and Irinotecan in Treating Patients With Cancer of Unknown Primary,PHASE2,Carcinoma of Unknown Primary,COMPLETED,31.0,4,1,United States,2004-02,2008-04
NCT01062919,Local Anesthetic Wound Infusion and Functional Recovery After Colon Surgery,NA,"Colon Cancer, Inflammatory Bowel Diseases, Diverticulitis",TERMINATED,10.0,2,1,Canada,2009-07,2013-10
NCT03835819,A Phase 2 Study of Mirvetuximab Soravtansine (IMGN853) and Pembrolizumab in Endometrial Cancer (EC),PHASE2,Endometrial Cancer,ACTIVE_NOT_RECRUITING,18.0,3,1,United States,2020-01-02,2024-06-04
NCT04944030,Clinico-biological Data Collection Study of Metastatic Lung Cancer,NA,Lung Cancer,RECRUITING,200.0,2,1,France,2023-04-24,2031-10
NCT01952730,Pilot Study of GVAX in Colorectal Cancer Cells,PHASE1,Colorectal Cancer,TERMINATED,1.0,1,1,United States,2013-11-08,2018-09
NCT02334865,SVN53-67/M57-KLH Peptide Vaccine in Treating Patients With Newly Diagnosed Multiple Myeloma Receiving Lenalidomide Maintenance Therapy,PHASE1,"Partial Response of Multiple Myeloma or Plasma Cell Leukemia, Plasma Cell Myeloma",ACTIVE_NOT_RECRUITING,18.0,2,1,United States,2017-04-13,2022-09-16
NCT03235765,Cancer Panel From Blood of Lung Cancer Patients,,"Non Small Cell Lung Cancer Metastatic, Non Small Cell Lung Cancer Recurrent",UNKNOWN,200.0,1,1,South Korea,2017-03-10,2019-03-10
NCT04861467,Camrelizumab as a Maintenance Therapy After Chemoradiation in Patients With Locally Advanced Head and Neck Squamous Cell Carcinoma,PHASE2,HNSCC,NOT_YET_RECRUITING,155.0,1,1,China,2021-06-01,2025-07-31
NCT02605967,Safety and Efficacy Study of PDR001 in Patients With Recurrent or Metastatic Nasopharyngeal Carcinoma,PHASE2,Nasopharyngeal Carcinoma,COMPLETED,122.0,18,7,"China, France, Hong Kong, Singapore, Taiwan, Thailand, United States",2016-04-20,2019-11-05
NCT03624907,Daily vs. Non-Daily SBRT for NSCLC,NA,Non-small Cell Lung Cancer,TERMINATED,20.0,2,1,United States,2018-10-19,2021-06-16
NCT05267392,Neoadjuvant Immunotherapy With Durvalumab (MEDI4736) in Non-Surgical Early Stage or Locally Advanced Non-Small Cell Lung Cancer (NSCLC) Followed by Radical Radiotherapy or Chemoradiotherapy,PHASE1,Non-small Cell Lung Cancer,UNKNOWN,30.0,1,1,Portugal,2021-02-16,2023-07
NCT05020392,Autologous Cells Derived Anti-CD19 CAR-Engineered T Cells With Concurrent BTK Inhibitor for B Cell Lymphoma,PHASE3,"Diffuse Large B Cell Lymphoma, Burkitt Lymphoma, Follicular Lymphoma, Chronic Lymphocytic Leukemia, Mantle Cell Lymphoma",UNKNOWN,24.0,1,1,China,2021-09-14,2023-10-13
NCT01058044,Adherence to Oral Anticancer Treatment Using Electronic Monitoring System,NA,Cancer,COMPLETED,33.0,1,1,France,2009-07,2011-01
NCT06491134,Liposomal Irinotecan With Cisplatin and Concurrent Radiotherapy in Locally Advanced Esophageal Squamous Cell Carcinoma,PHASE1,Esophageal Squamous Cell Carcinoma,NOT_YET_RECRUITING,12.0,0,0,,2024-06-27,2025-06-30
NCT03000634,"2015-09: a Phase II Randomized, Open-label Study of Anti-signaling Lymphocytic Activation Molecule Monoclonal Antibody During Maintenance Therapy",PHASE2,Multiple Myeloma,WITHDRAWN,0.0,0,0,,2017-04-01,2017-04-01
NCT01463709,Development of a Nanosecond Pulsed Electric Field System to Treat Skin Cancer,PHASE1,Basal Cell Carcinomas,COMPLETED,4.0,1,1,United States,2011-10,2012-06
NCT04093999,Sensory Nerve Coaptation in DIEP Flap Breast Reconstruction,,Breast Cancer,COMPLETED,126.0,1,1,Netherlands,2016-08-01,2019-09-01
NCT04344899,Pediatric Oncology Recovery Trial After Surgery,,Pelvic Cancer,RECRUITING,288.0,3,1,United States,2019-07-23,2026-05-09
NCT03507699,Combined Immunotherapy and Radiosurgery for Metastatic Colorectal Cancer,PHASE1,"Colorectal Neoplasms Malignant, Liver Metastases",COMPLETED,19.0,1,1,Israel,2018-12-15,2021-08-18
NCT00003232,Combination Chemotherapy in Treating Pain in Hormone Refractory Metastatic Prostate Cancer,PHASE3,"Pain, Prostate Cancer, Quality of Life",COMPLETED,227.0,21,1,Canada,1997-11-24,2002-05-01
NCT01234532,Entinostat and Anastrozole in Treating Postmenopausal Women With TNBC That Can Be Removed by Surgery,PHASE2,"Estrogen Receptor-negative Breast Cancer, HER2-negative Breast Cancer, Progesterone Receptor-negative Breast Cancer, Stage I Breast Cancer, Stage II Breast Cancer, Stage IIIA Breast Cancer, Triple-negative Breast Cancer",TERMINATED,5.0,1,1,United States,2010-10,2017-05
NCT01456598,Efficacy of Laparoscopic Subtotal Gastrectomy With D2 Lymph Node Dissection for Locally Advanced Gastric Cancer,NA,Gastric Cancer,COMPLETED,1050.0,13,1,South Korea,2011-11-21,2018-06-02
NCT06972498,A Prospective Multicenter Study: Ivosimab + Chemotherapy as Neoadjuvant for Resectable pMMR/MSS CRC Liver Mets,PHASE2,Colorectal Cancer With Liver Metastasis,NOT_YET_RECRUITING,35.0,0,0,,2025-07-01,2027-12-30
NCT01805232,Intravenous Artesunate and Malaria,PHASE4,Malaria,UNKNOWN,80.0,1,1,Sudan,2013-03,2013-05
NCT06929663,A Study of AK146D1 for Injection in the Treatment of Advanced Solid Tumors,PHASE1,Advanced Solid Tumors,RECRUITING,48.0,1,1,Australia,2025-07-02,2026-11-05
NCT03647163,Ph I/II Trial of Systemic VSV-IFNβ-NIS in Combination With Checkpoint Inhibitor Therapy in Patients With Select Solid Tumors,PHASE1,"Solid Tumor, Non Small Cell Lung Cancer, Neuroendocrine Carcinoma, Renal Cell Carcinoma (RCC)",ACTIVE_NOT_RECRUITING,33.0,2,1,United States,2019-04-09,2025-07-31
NCT00002587,Paclitaxel Plus Topotecan in Treating Patients With Solid Tumors,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",COMPLETED,20.0,1,1,United States,1994-09,2000-12
NCT01692587,Does Protein Restriction Inhibit Prostrate Cancer Growth,NA,Prostate Cancer,COMPLETED,65.0,1,1,United States,2011-01,2015-03
NCT04370587,A Clinical Study of Intratumoral MVR-T3011 (T3011) Given as a Single Agent and in Combination With Intravenous Pembrolizumab in Participants With Advanced or Metastatic Solid Tumors,PHASE1,"Solid Tumor, Melanoma, HNSCC, Sarcoma, Squamous Cell Carcinoma, NSCLC",RECRUITING,30.0,9,2,"Australia, United States",2020-09-17,2026-09-22
NCT03150693,Inotuzumab Ozogamicin and Frontline Chemotherapy in Treating Young Adults With Newly Diagnosed B Acute Lymphoblastic Leukemia,PHASE3,B Acute Lymphoblastic Leukemia,SUSPENDED,310.0,457,2,"Canada, United States",2017-09-20,2026-03-31
NCT05891093,Efficacy and Safety of Fluzoparib Combined With Adjuvant Endocrine Therapy for HR+/HER2- SNF3-subtype Early Breast Cancer (BCTOP-L-A01),PHASE3,Breast Cancer,RECRUITING,766.0,15,1,China,2023-06-01,2028-05-31
NCT07220993,Novel Unedited Allo Cell Therapy For High Risk T-Cell Malignancies Using CD7-Specific Car T Cells,PHASE1,"T-cell Acute Lymphoblastic Lymphoma, T-non-Hodgkin Lymphoma, T-cell Acute Lymphoblastic Leukemia",NOT_YET_RECRUITING,27.0,2,1,United States,2025-12,2028-12
NCT05566093,EUS-FNI for Nonfunctional Pancreatic Neuroendocrine Tumors,NA,"Nonfunctional Pancreatic Neuroendocrine Tumor, Pancreatic Neuroendocrine Tumor, Endoscopic Ultrasound",RECRUITING,20.0,1,1,China,2018-09-28,2025-12-31
NCT00708721,"Low-dose Oral Clofarabine for the Treatment of IPSS INT-1, INT-2 or HIGH Myelodysplastic Syndromes and Chronic Myelomonocytic Leukemia",PHASE1,"Cancer, Chronic Myelomonocytic Leukemia",TERMINATED,11.0,1,1,United States,2008-03,2014-11
NCT03892421,Outpatient Administration of R-DHAP in Relapsed/Refractory Non-Hodgkin Lymphoma,PHASE1,"Relapsed Non Hodgkin Lymphoma, Refractory Non-Hodgkin Lymphoma",COMPLETED,22.0,1,1,Mexico,2018-04-05,2021-01-30
NCT06424821,Cadonilimab Plus Chemotherapy as First-line Treatment for PD-L1 Negative NSCLC,PHASE2,NSCLC,RECRUITING,54.0,2,1,China,2023-07-04,2024-09-04
NCT06275321,Physical Exercise Benefits for Cancer Patients,NA,"Cancer, Breast, Sports Physical Therapy",RECRUITING,60.0,1,1,Spain,2021-11-05,2024-07-27
NCT06365814,ERAS for Gastric Cancer Patients After NACT,,Gastric Cancer,COMPLETED,252.0,1,1,China,2023-10-01,2024-04-01
NCT06311214,Personalized Antibody-Drug Conjugate Therapy Based on RNA and Protein Testing for the Treatment of Advanced or Metastatic Solid Tumors (The ADC MATCH Screening and Treatment Trial),PHASE2,"Advanced Malignant Solid Neoplasm, Metastatic Malignant Solid Neoplasm",RECRUITING,500.0,24,1,United States,2025-03-18,2028-03-31
NCT05585814,CapeOX Combined With Bevacizumab Plus Anti-PD1 Antibody as Neoadjuvant Therapy for Microsatellite Stable Locally Advanced Rectal Cancer,PHASE2,Locally Advanced Colorectal Cancer,RECRUITING,30.0,1,1,China,2023-05-01,2024-10-01
NCT00673114,"Unrelated Cord Blood Transplant Plus a Haplo-Identical (Half-Matched), T-Cell Depleted Stem Transplant From a Related Donor for Subjects With High Risk Malignancies",PHASE1,"Hematologic Malignancy, Myelodysplastic Syndrome (MDS), Aplastic Anemia",COMPLETED,3.0,1,1,United States,2007-08,2012-04
NCT01812616,A Safety Study of Sativex Compared With Placebo (Both With Dose-intense Temozolomide) in Recurrent Glioblastoma Patients,PHASE1,Cancer,COMPLETED,21.0,11,2,"Germany, United Kingdom",2014-09,2016-06
NCT02583516,Clinical Trial to Evaluate the Efficacy of Vemurafenib in Combination With Cobimetinib (Continuous and Intermittent) in BRAFV600-mutation Positive Patients With Unresectable Locally Advanced or Metastatic Melanoma,PHASE2,Melanoma,COMPLETED,70.0,18,1,Spain,2015-06-30,2019-09-30
NCT00179816,Tandem Peripheral Blood Stem Cell (PBSC) Rescue for High Risk Solid Tumors,PHASE1,"Ewing's Sarcoma, Soft Tissue Sarcoma, Hepatoblastoma, Hodgkin's Disease, Germ Cell Tumor",UNKNOWN,12.0,1,1,United States,1999-04,2012-09
NCT03609216,Gemcitabine and Cisplatin Without Cystectomy for Patients With Muscle Invasive Bladder Urothelial Cancer and Select Genetic Alterations,PHASE2,"Infiltrating Bladder Urothelial Carcinoma, Stage II Bladder Urothelial Carcinoma, Stage III Bladder Urothelial Carcinoma",RECRUITING,271.0,423,1,United States,2018-12-10,2027-02-01
NCT03208816,Community-Led Action Research in Oncology: Improving Symptom Management,NA,"Chemotherapy-induced Neutropenia, Chemotherapy-induced Nausea and Vomiting, Anxiety, Depression, Fatigue, Neoplasms",COMPLETED,25.0,2,2,"Honduras, United States",2017-07-24,2017-12-31
NCT00747916,"Safety, Efficacy, and Side Effects Study of Interventional Cryotherapy in the Pleural Space(""ICE PLS"")",PHASE4,"Cancer, Pleural Neoplasms",TERMINATED,3.0,1,1,United States,2008-08,2009-08
NCT00307606,Does a Single Steroid Injection Reduce the Formation of Postmastectomy Seroma,PHASE4,"Breast Neoplasms, Mastectomy",UNKNOWN,40.0,1,1,Denmark,2005-12,
NCT00041106,Gefitinib Plus Combination Chemotherapy in Treating Patients With Locally Advanced or Metastatic Bladder Cancer,PHASE2,"Metastatic Transitional Cell Cancer of the Renal Pelvis and Ureter, Recurrent Transitional Cell Cancer of the Renal Pelvis and Ureter",COMPLETED,50.0,1,1,United States,2002-05,2007-07
NCT01169584,Safety Study of Recombinant Vaccinia Virus to Treat Refractory Solid Tumors in Pediatric Patients,PHASE1,"Neuroblastoma, Rhabdomyosarcoma, Lymphoma, Wilm's Tumor, Ewing's Sarcoma",COMPLETED,6.0,2,1,United States,2010-08,2012-03
NCT00019916,"Vaccine Therapy Plus Interleukin-2 in Treating Women With Stage IV, Recurrent, or Progressive Breast or Ovarian Cancer",PHASE1,"Breast Cancer, Ovarian Cancer",COMPLETED,,2,1,United States,2000-06,
NCT01187706,A Controlled Study of Quality of Life and it's Related Factors Among Gynecological Cancer Survivors,,"Cervical Cancer, Ovarian Cancer, Endometrial Cancer",UNKNOWN,140.0,1,1,Taiwan,2010-08,
NCT01111604,A Study of Ramucirumab or Icrucumab in Colorectal Cancer,PHASE2,"Colon Cancer, Rectal Cancer",COMPLETED,158.0,17,2,"Canada, United States",2010-08,2013-12
NCT02962804,Combination Radiation and PD-1 Inhibition in Metastatic or Recurrent Renal Cell Carcinoma (RCC),PHASE2,"Carcinoma, Renal Cell",WITHDRAWN,0.0,1,1,United States,,2017-02-02
NCT00277004,Physiological Biomarkers of Cancer Treatment Related Fatigue in Women With Breast Cancer.,,"Breast, Cancer",TERMINATED,22.0,1,1,United States,1999-02,2005-03
NCT07144384,Intratumoral Injection of Standard Universal Donor Expanded Natural Killer Cells and TGF-beta Imprinted Natural Killer Cells for the Treatment of Skin Squamous Cell Carcinoma and Basal Cell Carcinoma,EARLY_PHASE1,"Skin Basal Cell Carcinoma, Skin Nodular Basal Cell Carcinoma, Skin Squamous Cell Carcinoma",RECRUITING,40.0,1,1,United States,2025-10-16,2026-12-31
NCT01636284,A Phase 2a Study of Modified Vaccinia Virus to Treat Sorafenib-naïve Advanced Liver Cancer,PHASE2,Hepatocellular Carinoma,COMPLETED,16.0,5,3,"South Korea, Spain, United States",2012-06,2013-06
NCT03253133,Assessing Safety of NIPOX in Peritoneal Carcinomatosis of CRC,PHASE1,Colorectal Cancer,COMPLETED,19.0,1,1,France,2016-05-10,2020-10-28
NCT00333047,Letrozole in Metastatic Breast Cancer in Combination With Chemotherapy,PHASE2,Metastatic Breast Cancer,COMPLETED,24.0,1,1,Germany,2002-07,
NCT00959647,A Study of Vismodegib (GDC-0449) in Patients Treated With Vismodegib in a Previous Genentech-sponsored Phase I or II Cancer Study,PHASE2,"Ovarian Cancer, Basal Cell Carcinoma, Metastatic Colorectal Cancer",COMPLETED,19.0,10,1,United States,2009-09,2014-01
NCT03132649,Impact of Three-dimensional Visualization on Operation Strategy and Complications for Hilar Cholangiocarcinoma,,Hilar Cholangiocarcinoma,UNKNOWN,300.0,1,1,China,2017-03-15,2019-06-01
NCT01700049,Study Evaluating the Efficacy of Oral Vismodegib in Various Histologic Subtypes,PHASE2,Basal Cell Carcinoma,COMPLETED,28.0,1,1,United States,2013-01-14,2017-07-03
NCT00881049,Trial of Imatinib (Gleevec®) in Selected Patients With Metastatic Melanoma,PHASE2,Metastatic Melanoma,COMPLETED,1.0,1,1,China,2008-12,2011-01
NCT06886672,Genetic Susceptibility in MAlignant Pleural Mesothelioma: Clinical Implication of GermliNE VariaTionS,,"Mesothelioma, Malignant Pleural",RECRUITING,60.0,2,1,Italy,2023-06-15,2025-02-28
NCT02971995,Trimodal (18)F-choline-PET/mpMRI/TRUS Targeted Prostate Biopsies,NA,"Prostatic Neoplasm, Positron-Emission Tomography, Fluorocholine",COMPLETED,31.0,0,0,,2014-12,2016-03
NCT04160195,T Cells Expressing Fully-human Anti-CD19 and Anti-CD20 Chimeric Antigen Receptors for Treating B-cell Malignancies and Hodgkin Lymphoma,PHASE1,"Lymphoma, B-Cell, Lymphoma, Non-hodgkins, Chronic Lymphocytic Leukemia, B-Cell Chronic Lymphocytic Leukemia",TERMINATED,2.0,1,1,United States,2019-12-20,2021-06-11
NCT02921139,Comparing Re-TACE Versus SABR for Post-prior-TACE Incompletely Regressed HCC: a Randomized Controlled Trial (TASABR),NA,Hepatocellular Carcinoma(HCC),UNKNOWN,120.0,1,1,Taiwan,2016-11,2022-11
NCT03280277,Ferumoxytol-Enhanced MRI in Imaging Lymph Nodes in Patients With Locally Advanced Rectal Cancer,EARLY_PHASE1,"Locally Advanced Rectal Carcinoma, Stage III Rectal Cancer AJCC v7, Stage IIIA Rectal Cancer AJCC v7, Stage IIIB Rectal Cancer AJCC v7, Stage IIIC Rectal Cancer AJCC v7",TERMINATED,2.0,1,1,United States,2018-04-27,2021-08-26
